title,author,genre,pages,rating,ratings_count,reviews_count,year,publisher,language,description,price
কাবুলিওয়ালা,Rabindranath Tagore,"Short Stories, Classics, Fiction",,4.34,3904,209,1892.0,Pathok Publishers Pvt. Ltd.,bn,"Set in the early twentieth century Kolkata, Kabuliwala delicately explores the bonds of friendship, affection and parting in the relationship between a middle-aged Pathan trader and a five year old Be",57.82
Gora,Rabindranath Tagore,"Fiction, Classics, India",580.0,4.28,4894,408,1910.0,,,"Vast in its scope and rich in thought Gora has been acclaimed as a monumental work in the history of Bengali fiction. The story reflects the social, political and religious scene in Bengal at the turn",
কালবেলা,Samaresh Majumdar,"Fiction, Novels, Historical Fiction",480.0,4.36,3136,184,1983.0,,,"অনিমেষ যখন প্রথম কলকাতায় পা রেখেছিল তখন রাস্তায় ট্রাম জ্বলছে, গুলি চলছে। উত্তরবঙ্গ থেকে আসা এই তরুণটি সেদিন দুর্ঘটনার শিকার হয়েছিল। তারপর আর পাঁচটা মানুষের মতো গা ভাসিয়ে ভেসে যেতে যেতে হঠাৎ তার জী",
হাজার বছর ধরে,জহির রায়হান,"Fiction, Classics, Novels",120.0,4.37,4232,232,1964.0,,,"হাজার বছর ধরে :বাঙালির হাজার বছরের জীবনধারা ""হাজার বছর ধরে"" উপন‍্যাসে তিনি তুলে ধরেছেন যুগ-যুগান্তরের বিবর্তনহীন গ্রামীণ জীবনের ছায়াচিত্র।ক্ষুদ্র একটি গ্রামের একান্নবর্তী পরিবারের সংঘাতময় জীবনের কাহ",
ব্যোমকেশ সমগ্র,Sharadindu Bandyopadhyay,"Detective, Mystery, Fiction",1008.0,4.61,4095,195,1995.0,,,Byomkesh Bakshi (Bengali: ব্যোমকেশ বক্সী) is a fictional detective in Bengali literature created by Sharadindu Bandyopadhyay. He is one of the most famous detective characters in Bengali literature. T,
Srikanta,Sarat Chandra Chattopadhyay,"Fiction, Classics, India",504.0,4.3,2533,137,1917.0,editionNEXT.com,bn,"Translated for the first time into English, Saratchandra's Srikanta was first published over seventy years ago and could perhaps be called the first modern Indian novel...Srikanta, the narrator, is an",177.0
গল্প ১০১,Satyajit Ray,"Short Stories, Fiction, Classics",769.0,4.68,1980,127,2001.0,,en,A collection of all the short stories of Satyajit Ray excluding Feluda and Professor Shonku.,
The Emperor's Ring,Satyajit Ray,"Detective, Mystery, Fiction",112.0,4.31,2161,143,1966.0,,en,"The first novel to feature the master sleuth Feluda and his teenaged assistant Topshe, this tale is full of adventure, mystery and intrigue. Feluda and Topshe are on holiday in Lucknow when a priceles",
কবি,Tarashankar Bandyopadhyay,"Fiction, Classics, Novels",135.0,4.45,2641,333,1944.0,,,"কবি প্রখ্যাত সাহিত্যিক তারাশঙ্কর বন্দ্যোপাধ্যায় রচিত একটি বাংলা সামাজিক উপন্যাস। উপন্যাসটি ১৯৪৪ সালে প্রথম প্রকাশিত হয়। কবিয়াল, ঝুমুরদলসহ সেই সময়ের জীবনযাত্রার প্রেক্ষিতে এই বিখ্যাত উপন্যাসটি রচিত",
চিলেকোঠার সেপাই,Akhteruzzaman Elias,"Fiction, Novels, Historical Fiction",304.0,4.43,1386,149,1986.0,,,চিলেকোঠার সেপাই (The Soldier in an Attic) বাংলাদেশের বিশিষ্ট কথাসাহিত্যিক আখতারুজ্জামান ইলিয়াসের লেখা একটি উপন্যাস। ১৯৭১ খ্রিস্টাব্দের স্বাধীনতা যুদ্ধের পূর্বসময়কার গণজাগরণের প্রেক্ষাপটে এ উপন্যাসের,
পথের কাঁটা,Sharadindu Bandyopadhyay,"Detective, Mystery, Thriller",27.0,4.2,777,64,1970.0,,,"Pother Kanta also spelled Pather Kanta, is a detective story written by Sharadindu Bandyopadhyay featuring the Bengali detective Byomkesh Bakshi and his friend, assistant, and narrator Ajit Bandyopadh",
কপালকুণ্ডলা,Bankim Chandra Chattopadhyay,"Fiction, Classics, Romance",71.0,3.87,1624,129,1866.0,Pathok Publishers Pvt. Ltd.,bn,কপালকুণ্ডলা বঙ্কিমচন্দ্র চট্টোপাধ্যায় রচিত দ্বিতীয় উপন্যাস। এটি সম্ভবত বাংলা সাহিত্যের প্রথম সার্থক রোমান্টিক উপন্যাস। ১৮৬৬ খ্রিষ্টাব্দে এটি প্রথম প্রকাশিত হয়।,46.02
সেই সময়,Sunil Gangopadhyay,"Historical Fiction, Fiction, India",709.0,4.6,3167,272,1981.0,,bn,"এই সেই সময় যখন কলকাতার বাবুসমাজ সুরা, নারী ও বুলবুলি-বিলাসে মগ্ন, যখন নব্যশিক্ষিত যুবকেরা প্রাণপণে ইংরেজ-অনুকরণে মত্ত, গ্রাম নিঃস্ব করে প্রজাশোষণের অর্থে চলেছে সংস্কৃতি চর্চা, সমাজ ও ধর্মসংস্কার, তরু",
প্রদোষে প্রাকৃতজন,Shawkat Ali,"Fiction, Historical Fiction, Classics",197.0,4.43,709,125,1984.0,,,"সেনরাজার শাসন থেকে স্খলিত হয়ে যাচ্ছে দেশ, তুর্কী আক্রমণ অত্যাসন্ন। তবু সামন্ত-মহাসামন্তদের অত্যাচারের শেষ নেই। সেই অত্যাচার রুখে দাঁড়ায় কখনো অন্ত্যজেরা, কখনো বৌদ্ধেরা। শাসকদের বিশেষ রোষ তাই তাদের উ",
ফেলুদার গোয়েন্দাগিরি,Satyajit Ray,"Detective, Mystery, Adventure",41.0,4.17,1471,83,1965.0,Penguin Random House India Private Limited,en,"ফেলুদাকে নিয়ে সন্দীপ রায় এর কথা। ""... ১৯৬১ থেকে ১৯৬৪ - এই চার বছরের কোনও খাতাতেই ফেলুদার নাম গন্ধ নেই। তারপর হঠাতই, ১৯৬৫-তে, খাতার একেবারে তৃতীয় পাতায় 'ফেলুদার গোয়েন্দাগিরি' শুরু হয়ে গেছে। প্রথম",358.72
কালপুরুষ,Samaresh Majumdar,"Fiction, Novels, Politics",432.0,4.07,1977,78,1985.0,,,সত্তর দশকের অগ্নিস্রাবী রাজনৈতিক পথ-পরিক্রমার শেষ পর্বে কালবেলার নায়ক অনিমেষ আশা করেছিল তার পুত্র অর্ক তার সমাজতান্ত্রিক আদর্শের নিশানটি শক্ত হাতে বহন করে নিয়ে চলবে। কিন্তু সমকালীন অন্তঃসারহীন কুটিল,
