title,author,genre,pages,rating,ratings_count,reviews_count,year,publisher,language,description,price
Karuvachi Kaaviyam,Vairamuthu,"Fiction, Novels",334.0,4.09,2149,133,,,ta,Karuvaachi Kaviyam,
உடையார் - பாகம் 1 [Udaiyar - Part 1],Balakumaran,"History, Historical, Audiobook",448.0,4.19,2644,146,2000.0,,,"கல்கியின் பொன்னியின் செல்வன் ராஜராஜ சோழனின் இளம் பருவத்தைச் சிறப்பாகச் சொல்லிய புதினம் ஆகும். பாலகுமாரனின் உடையார் புதினம், ராஜராஜ சோழனின் ஆட்சி செய்த காலகட்டத்தையும் குறிப்பாக தஞ்சை பெரிய கோயில் கட்ட",
புயலிலே ஒரு தோணி [Puyalilae Oru Thoni],ப. சிங்காரம்,"Novels, Fiction, Classics",323.0,4.12,557,63,1972.0,,ta,"தமிழ் நாவல் கலையின் பெருமிதம், ப. சிங்காரம். நவீனத் தமிழ் இலக்கிய எழுத்தாளர்களில் ஓர் அபூர்வ ஆளுமை. தன்னுடைய படைப்புகளோடும் வாழ்வோடும் இவர் கொண்டிருந்த உறவு தனித்துவமானது, அலாதியானது...ப. சிங்காரத்தின",
வாஷிங்டனில் திருமணம் [Washingtonil Thirumanam],S. Viswanathan,"Fiction, Humor, Audiobook",136.0,3.88,577,65,1999.0,,,நம் ஊர்க் கல்யாணம் ஒன்றை வெளிநாட்டில் நடத்தினால் அந்த நாட்டவர்கள் அதை எப்படி ரசிப்பார்கள்? அந்த எண்ணம்தான் வாஷிங்டனில் திருமணத்துக்கு வித்தாக அமைந்தது. சாதாரணமாகக் கல்யாணங்களில் எதுவெல்லாம் யதேச்சையாக,
கோபல்லபுரத்து மக்கள்,கி. ராஜநாராயணன்,"Historical Fiction, Novels, Fiction",272.0,4.26,578,46,1990.0,,ta,"கோபல்ல கிராமத்தின் இரண்டாம் பாகமான கோபல்லபுரத்து மக்கள் 34 வாரங்களாக விகடனில் தொடராக வெளிவந்து பல்லாயிரக்கணக்கான வாசகர்களின் வரவேற்பையும், சாகித்திய அக்காதெமியின் பரிசையும் பெற்றது. இந்தியா சுதந்திரம்",
The Goat Thief,Perumal Murugan,"Short Stories, Fiction, India",240.0,3.75,535,109,2017.0,Juggernaut Books,en,Perumal Murugan is one of the best Indian writers today. He trains his unsentimental eye on men and women who live in the margins of our society. He tells their stories with deep sympathy and calm cla,
Seasons of the Palm,Perumal Murugan,"Fiction, India, Indian Literature",350.0,4.19,430,74,2004.0,Penguin Random House India,en,"Translated from the Tamil, Seasons of the Palm tells the story of an ""untouchable"" lad in bondage to a paternal yet powerful landlord. He struggles to keep a fragile happiness, but endless work and a ",268.82
கடல் புறா 1 [Kadal Pura],Sandilyan,"Historical Fiction, Fiction, Historical",420.0,4.17,3019,164,1967.0,,,கடல் புறா எழுத்தாளர் சாண்டில்யன் அவர்களால் எழுதப்பட்ட ஒரு வரலாற்றுப் புதினம். சிறீ விசய நாட்டில் இருந்து சோழர் உதவி தேடி இளவரசருக்கும் அவரது மகளுக்கும் சோழ இளவரசரான அநபாயரும் அவரது படைத்தலைவரான கருணாக,
துணையெழுத்து   [Thunai Ezhuthu],S. Ramakrishnan,"Nonfiction, Travel, Short Stories",348.0,4.24,689,46,2004.0,,,"தமிழின் நவீன இலக்கிய எழுத்தாளர்களில் குறிப்பிடத்தக்கவர் எஸ்.ராமகிருஷ்ணன். இவரது துணையெழுத்து, ஆனந்த விகடனில் தொடராக வெளிவந்து, வாசகர்களிடையே மிகப்பெரிய வரவேற்பைப் பெற்றதை அறிவீர்கள். மலையேறி தேனெடுப்ப",
வந்தார்கள் வென்றார்கள் [Vandhargal Vendrargal],Madhan,"History, Nonfiction, Audiobook",280.0,4.26,3267,234,1994.0,,ta,Indian History Reference book,
உறுபசி [Urupasi],S. Ramakrishnan,"Novels, Fiction, Indian Literature",136.0,3.86,417,48,,,,நவீன வாழ்க்கை முறை உருவாக்கும் ஒவ்வொரு மனிதச் சித்திரத்தின் மீதும் கசப்பின் வண்ணங்கள் நிறைந்த ஒரு கோப்பை எப்போதும் கைதவறி கவிழுந்து விடுகிறது . இப்போது அந்த சித்திரத்திற்கு அர்த்தமோ வடிவமோ இல்லை. சம்ப,
சிவகாமியின் சபதம்,Kalki Krishnamurthy,"Historical Fiction, Fiction, Classics",1136.0,4.43,4707,266,1944.0,Notion Press,ta,"Sivakamiyin Sabadham is a historical Tamil novel set in 7th century South India written by Kalki in 1944. Kalki Krishnamurthy, recipient of India's highest literary honour - the Sahitya Akademi Award.",
விஷ்ணுபுரம்,Jeyamohan,"Fiction, Novels, Religion",848.0,4.18,494,39,1997.0,,,"விஷ்ணுபுரம் ஒரு ‘காவிய நாவல்’. தன்னை ஒரு காவியமாகவும் கட்டமைத்துக்கொண்டு தன்னை எழுதும் பொறுப்பை தானே எடுத்துக் கொண்ட படைப்பு. ஆகவே, இதில் எல்லாத் தரப்புகளும் பேசப்படுகின்றன. வலியுறுத்தப்படுவது என்று ஏ",
"வீரயுக நாயகன் வேள்பாரி, முழுத்தொகுப்பு",Su. Venkatesan,"Fiction, Indian Literature, Historical Fiction",1408.0,4.56,656,96,2016.0,,,"தன்னலமற்ற கொடை உள்ளத்தாலும், அன்புவழிப்பட்ட வாழ்வியல் மரபாலும் பாரியின் புகழ் தமிழ் நிலம் எங்கும் பரவியது. மூவேந்தர்களான சேர, சோழ, பாண்டியர்கள் அவன் புகழ் கண்டு வெதும்பினர். பறம்பு நாட்டின் நிலவளம் அவ",
தூப்புக்காரி,Malarvathi,,136.0,4.13,61,11,2010.0,,,நடுநிலைப் பள்ளி ஒன்றில் கழிவறைகளைச் சுத்தம் செய்யும் பணியில் இருந்த தமது தாயின் கைப் பிடித்துக் கொண்டு நாற்றம் எது மணம் எது என்று அறியாத ஐந்து வயதில் நேரடியாகப் பார்த்த தாயின் வாழ்க்கையின் காயம் எங்கோ,
செல்லாத பணம் [Sellatha Panam],Imayam,"India, Novels, Fiction",222.0,4.3,317,68,2018.0,,,"நாவலில் உணர்வு என்றும், சிந்தனை என்றும் ஒவ்வொன்றும் தன்னைத் தனித்தனியாக அடையாளம் காட்டிக்கொண்டு வருவதில்லை. இரண்டின் கலவை என்றும் எதையும் சொல்ல முடியாது. அங்கே இருப்பது ஒரு அனுபவத்தின் முழுமை, உண்மையா",
"பொன்னியின் செல்வன், முழுத்தொகுப்பு",Kalki Krishnamurthy,"Fiction, Historical Fiction, Classics",1452.0,4.7,10830,881,1954.0,Notion Press,ta,பொன்னியின் செல்வன் - அமரர் கல்கி எழுதிய புகழ் பெற்ற தமிழ் வரலாற்றூப் புதினமாகும். 1950 - 1955 ஆண்டு வரை கல்கி வார இதழில் தொடர்கதையாக வெளியிடப்பட்டது. இப் புதினத்துக்குக் கிடைத்த மக்கள் ஆதரவு காரணமாகத்,
A Kitchen in the Corner of the House,Ambai,"Short Stories, India, Fiction",363.0,3.96,155,32,1988.0,,,"A Kitchen in the Corner of the House collects Ambai's most daring, original stories. Her narrators are always filled with courage, stretching the concepts of home, marriage, and world. They embark on ",
Karukku,Bama,"Nonfiction, Memoir, Biography",108.0,4.0,695,99,1992.0,Kalachuvadu Publications Pvt Ltd.,ta,"In 1992 when a Dalit woman left the convent and wrote her autobiography, the Tamil publishing industry found her language unacceptable. So Bama Faustina published her milestone work Karukku privately ",112.1
गुनाहों का देवता,Dharamvir Bharati,"Fiction, Classics, Indian Literature",257.0,4.33,6505,861,1949.0,Sanage Publishing,hi,"In the idyllic university town, young women daydreamed as they lay on the grass and gazed up at the clouds. Young men took morning walks at Alfred Park. Hot summer afternoons were for drinking sherbet",
Nirmala,Munshi Premchand,"Fiction, Classics, India",218.0,4.18,4992,362,1899.0,,hi,"Premchand's novella Nirmala , first published in 1928, is one of the most poignant novels in Hindi on the theme of the young adolescent yoked to an elderly husband. Clearly reformist in its agenda, th",
राग दरबारी,श्रीलाल शुक्ल,"Fiction, India, Indian Literature",335.0,4.42,2995,314,1968.0,,hi,"Raag Darbari is a Hindi novel written by Srilal Sukla, an author known for his social and political satire. He was awarded the Sahitya Academy Award, the highest Indian literary award, in 1969 for thi",
Gaban,Munshi Premchand,"Fiction, Classics, Indian Literature",272.0,4.33,5688,346,1931.0,,hi,Reading books is a kind of enjoyment. Reading books is a good habit. We bring you a different kinds of books. You can carry this book where ever you want. It is easy to carry. It can be an ideal gift ,
रश्मिरथी,Ramdhari Singh 'Dinkar',"Poetry, Mythology, India",176.0,4.75,3847,434,1981.0,Lokbharti Prakashan,hi,"Rashmirathi (रश्मिरथी), meaning 'the Sun's charioteer', is one of the most popular epic poems of the great Hindi poet, Ramdhari Singh 'Dinkar'. It is one of the most appreciated works of Dinkar other ",250.0
कफ़न,Munshi Premchand,"Short Stories, Fiction, Classics",7.0,4.26,2368,144,1935.0,,hi,"This short story first published by Jamia, in 1936 is a sharp critique on human selfishness. A quintessential Premchand story.",
कितने पाकिस्तान,Kamleshwar,"Fiction, India, Historical Fiction",361.0,4.25,941,110,2000.0,Kitabghar Prakashan,hi,"कमलेश्वर का यह उपन्यास मानवता के दरवाजे पर इतिहास और समय की एक दस्तक है...इस उम्मीद के साथ कि भारत ही नहीं, दुनिया भर में एक के बाद दूसरे पाकिस्तान बनाने की लहू से लथपथ यह परम्परा अब खत्म हो....",
आषाढ़ का एक दिन,Mohan Rakesh,"Plays, Fiction, Indian Literature",152.0,4.35,1559,148,1958.0,,en,"In a remote village in the foothills of the Himalayas, a gifted but unknown poet named Kalidas nurtures an unconventional romance with his youthful muse, Mallika. When the royal palace at Ujjayini off",
दीवार में एक खिड़की रहती थी,Vinod Kumar Shukla,"Fiction, Magical Realism, Indian Literature",170.0,4.25,1725,307,1997.0,,,"Sahitya Akademi Winner of 1999, Vinod Kumar Shukla's apparently slight novel reaches into the depth of feeling Raghuvir Prasad and his wife Sonsi have for one another and for the world of lower middle",
तमस,Bhisham Sahni,"India, Fiction, Historical Fiction",310.0,4.17,2115,219,1972.0,Editions Gallimard,fr,"आज़ादी के ठीक पहले सांप्रदायिकता की बैसाखियाँ लगाकर पाशविकता का जो नंगा नाच इस देश में नाचा गया था, उसका अंतरंग चित्रण भीष्म साहनी ने इस उपन्यास में किया है। काल-विस्तार की दृष्टि से यह केवल पाँच दिनो",
सूरज का सातवाँ घोड़ा,Dharamvir Bharati,"Fiction, Novels, Classics",100.0,4.16,1598,149,1952.0,Bhartiya Jnanpith,hi,"“Suraj ka Satwan Ghoda” is considered a unique experiment in story telling. A short novel, that may also be viewed as a set of connected mini-narratives, it can also be considered as one of the foremo",
मैला आँचल,फणीश्वर नाथ रेणु,"Fiction, India, Novels",353.0,4.31,1196,87,1954.0,,,"मैला आँचल हिन्दी का श्रेष्ठ और सशक्त आंचलिक उपन्यास है। नेपाल की सीमा से सटे उतर-पूर्वी बिहार के एक पिछड़े ग्रामीण अंचल को पृष्ठभूमि बनाकर रेणु ने इसमें वहाँ के जीवन का, जिससे वह स्वयं भी घनिष्ट रूप स",
महाभोज,Mannu Bhandari,"Fiction, Indian Literature, Politics",168.0,4.34,716,70,1979.0,,,"मन्नू भंडारी का ‘महाभोज’ उपन्यास इस धारणा को तोड़ता है कि महिलाएँ या तो घर-परिवार के बारे में लिखती हैं, या अपनी भावनाओं की दुनिया में ही जीती-मरती हैं। ‘महाभोज’ विद्रोह का राजनैतिक उपन्यास है।जनतंत्र",
काशी का अस्सी,Kashinath Singh,"Fiction, India, Audiobook",172.0,4.03,1122,94,2004.0,Rajkamal Prakashan,hi,काशी का अस्सी कहानियों और संस्मरणों के चर्चित कथाकार काशीनाथ सिंह का नया उपन्यास है % काशी का अस्सी । जिन्दगी और जिन्दादिली से भरा एक अलग किस्म का उपन्यास । उपन्यास के परम्परित मान्य ढाँचों के आगे प्र,299.0
चित्रलेखा,Bhagwaticharan Verma,"Fiction, Classics, India",200.0,4.33,1601,185,1934.0,,,"प्रत्येक मनुष्य सुख चाहन्छ| केवल बेग्लाबेग्लै व्यक्तिको सुखको केन्द्र बेग्लाबेग्लै हुन्छ| कोही धनमा सुख देख्छन्, कोही मदिरामा सुख देख्छन्, कोही व्यभिचारमा सुख देख्छन्, कोही चाहिं त्यागमा सुख देख्छन्| ",
नौकर की कमीज़,Vinod Kumar Shukla,"Fiction, Novels, India",252.0,4.32,352,44,1979.0,,,293pages. in8. Broché.,
कुरुक्षेत्र,Ramdhari Singh 'Dinkar',"Poetry, Fiction, Classics",120.0,4.4,834,68,1946.0,,hi,Kurukshetra is Dinkar's epic poem based on the Mahabharata.,
निठल्ले की डायरी,Harishankar Parsai,"Satire, Humor, Fiction",148.0,4.34,1106,115,1968.0,Rajkamal Prakashan,hi,Reading books is a kind of enjoyment. Reading books is a good habit. We bring you a different kinds of books. You can carry this book where ever you want. It is easy to carry. It can be an ideal gift ,
आवारा भीड़ के खतरे [Awara Bheed Ke Khatare],Harishankar Parsai,Satire,160.0,4.1,178,13,2016.0,Rajkamal Prakashan,hi,Reading books is a kind of enjoyment. Reading books is a good habit. We bring you a different kinds of books. You can carry this book where ever you want. It is easy to carry. It can be an ideal gift ,199.0
पिंजर [Pinjar],Amrita Pritam,"Fiction, India, Poetry",157.0,4.17,1677,141,1950.0,,hi,"BRAND NEW, Exactly same ISBN as listed, Please double check ISBN carefully before ordering.",
रेत की मछली,Kanta Bharti,"Fiction, Novels, Indian Literature",148.0,4.11,404,87,2019.0,Rajkamal Prakashan,hi,"लेखक संपूर्ण जीवन को अपनी रचना का विषय बनाता है, रचता है। ऐसे लेखक को फिर अपनी रचना का विषय बनाना एक विषेष प्रकार के अनुभव और संवेदनशीलता की अपेक्षा रखता है। श्रीमती कान्ता भारती ने अपने इस उपन्यास 'र",
कसप,Manohar Shyam Joshi,"Fiction, Romance, India",312.0,4.27,544,71,2007.0,Rajkamal Prakashan,hi,कसप लिखते हुए मनोहर श्याम जोशी के आंचलिक कथाकारों वाला तेवर अपनाते हुए कुमाऊँनी हिन्दी में कुमाऊँनी जीवन का जीवन्त चित्र आँका है। यह प्रेमकथा दलिद्दर से लेकर दिव्य तक का हर स्वर छोड़ती है लेकिन वह ठहर,
चंद्रकांता,Babu Devakinandan Khatri,"Fantasy, Indian Literature, Fiction",248.0,4.09,1043,96,1888.0,,,"""The dashing Prince Virendra of Naugarh is madly in love with the breathtakingly beautiful Princess Chandrakanta of Vijaygarh. But there are obstacles galore in the paths of the lovers. There are evil",
Topi Shukla,Rahi Masoom Raza,"Fiction, Indian Literature, Novels",145.0,4.36,552,63,1968.0,Rajkamal Prakashan,hi,"Set in Aligarh in the early 1960s, after the dust of Partition had ostensibly settled, Topi Shukla is an intriguing story about two friends--one Hindu and one Muslim.",199.0
शतरंज के खिलाड़ी [Shatranj ke Khiladi],Munshi Premchand,"Short Stories, Fiction, Literature",24.0,4.15,1752,68,1924.0,Diamond Pocket Books,hi,Shatranj Ke Khiladi (शतरंज के खिलाड़ी) is a story of two nawabs of Lucknow who are so deeply immersed into playing chess that they forget to protect their city which falls into the hand of the British,
Rangbhumi,Munshi Premchand,"Fiction, Indian Literature, India",592.0,4.3,551,44,1925.0,,hi,Premchand is one of the most outstanding figures in twentieth-century Hindi literature. The inhumanity of caste hierarchies and the plight of women stirred his indignation and remained constant themes,
आपका बंटी,Mannu Bhandari,"Fiction, Indian Literature, Classics",207.0,4.49,1044,159,2009.0,Radhakrishna Prakashan,hi,"About the Author ???????, ???? ?????? ??? 3 ??????, 1931 ?? ????? ????? ?????? ?? ????-??????? ???? ???? ??????????? ?? ?????? ??? ????? ??????????? ?? ??????? ???? ?? ???-??? ?????? ?????? ??????????",250.0
विकलांग श्रद्धा का दौर,Harishankar Parsai,"Satire, Fiction, Essays",148.0,4.31,328,32,1981.0,,,श्रद्धा ग्रहण करने की भी एक विधि होती है| मुझसे सहज ढंग से अभी श्रद्धा ग्रहण नहीं होती| अटपटा जाता हूँ| अभी 'पार्ट टाइम' श्रधेय ही हूँ| कल दो आदमी आये| वे बात करके जब उठे तब एक ने मेरे चरण छूने को हाथ,
Andha Yug,Dharamvir Bharati,"Plays, Fiction, Indian Literature",162.0,4.22,696,67,1954.0,University of Hawaii Press,en,"Andha Yug is one of the most significant plays of modern India. Written immediately after the partition of the Indian subcontinent, the play is a profound meditation on the politics of violence and ag",
Karmabhumi,Munshi Premchand,"Fiction, Classics, India",382.0,4.25,1539,81,1932.0,,hi,"Greatly influenced by Gandhi's satyagraha movement, Karmabhumi is set in the Uttar Pradesh of the 1930s. By the beginning of the 20th century, Islam and Hinduism had coexisted in India for over a thou",
डार्क हॉर्स,Nilotpal Mrinal,"Fiction, Novels, Self Help",158.0,4.22,1528,187,2015.0,,,"बेहद दिलचस्प उपन्यास. अपने पहले ही उपन्यास में निलोत्पलने बड़ा साहस दिखाते हुए बेबाकी से यथार्थ की तलछट को कुरेदते हुए एक ऐसी दुनिया का सच लिखा है, जिस पर पहले कभी इतना नहीं लिखा गया. ये भोगे गए यथार्",
अपनी अपनी बीमारी,Harishankar Parsai,"Satire, Fiction, Humor",133.0,4.39,577,47,2000.0,Rajpal & Sons,hi,Apni Apni Beemari is a collection of short stories by Harishankar Parsai. The stories are satires on Indian political and social climate of 1960s and 70s.,
"Bahut Door, Kitna Door Hota Hai",Manav Kaul,"Travelogue, Fiction, Travel",160.0,4.26,931,143,2019.0,,en,एक संवाद लगातार बना रहता है अकेली यात्राओं में। मैंने हमेशा उन संवादों के पहले का या बाद का लिखा था... आज तक। ठीक उन संवादों को दर्ज करना हमेशा रह जाता था। इस बार जब यूरोप की लंबी यात्रा पर था तो सोचा,
October Junction (Preview Edition),Divya Prakash Dubey,"Fiction, Romance, Indian Literature",25.0,4.09,2708,438,,,,"चित्रा और सुदीप सच और सपने के बीच की छोटी-सी खाली जगह में ‍10 अक्टूबर 2010 को मिले और अगले 10 साल हर 10 अक्टूबर को मिलते रहे। एक साल में एक बार, बस। अक्टूबर जंक्शन के ‘दस दिन’ 10/अक्टूबर/ 2010 से लेकर",
मुसाफिर Cafe,Divya Prakash Dubey,"Fiction, Romance, Love",144.0,3.93,2737,353,2016.0,,,"हम सभी की जिंदगी में एक लिस्ट होती है। हमारे सपनों की लिस्ट, छोटी-मोटी खुशियों की लिस्ट। सुधा की जिंदगी में भी एक ऐसी ही लिस्ट थी। हम सभी अपनी सपनों की लिस्ट को पूरा करते-करते लाइफ गुज़ार देते हैं। जब",
बड़े घर की बेटी,Munshi Premchand,"Short Stories, Fiction, Classics",14.0,4.15,1114,34,2014.0,Shri Sai Printographers,hi,"एक बड़े घर की बेटी आनंदी की कहानी जिसने अपनी समझदारी, होशियारी और अक्लमंदी से अपने मध्यम-वर्गीय ससुराल को बिखरने से बचाया।",437.78
वैष्णव की फिसलन,Harishankar Parsai,"Satire, Short Stories",111.0,4.26,174,9,2009.0,,,Reading books is a kind of enjoyment. Reading books is a good habit. We bring you a different kinds of books. You can carry this book where ever you want. It is easy to carry. It can be an ideal gift ,
नमक का दरोगा,Munshi Premchand,"Fiction, Short Stories, Classics",32.0,4.28,1005,41,1925.0,Westland,hi,"जब नमक का नया विभाग बना और इश्वरप्रदत्त वस्तु के व्यवहार करने का निषेध हो गया तो लोग चोरी-छिपे इसका व्यापार करने लगे। अनेक प्रकार के छल-प्रपंचों का सूत्रपात हुआ। कोई घूस से काम निकालता था, तो कोई चाला",99.0
बनारस टॉकीज [Banaras Talkies],Satya Vyas,"Fiction, Indian Literature, Audiobook",192.0,4.02,1875,228,2014.0,,,A perfect college. Three imperfect students.A caring hostel.Three careless mates.The decisive years.Three ignorant souls.A bomb blast and A close save.Welcome to life through the gate of BHU.,
Devdas,Sarat Chandra Chattopadhyay,"Fiction, Classics, Romance",128.0,3.92,5423,429,1917.0,editionNEXT.com,bn,"Saratchandra Chattopadhyay's tragic tale of Devdas has become synonymous with a passionate, intense love that does not find consummation.It is the story of Devdas and Paro, childhood sweethearts who a",47.2
Usne Kaha Tha Aur Anya Kahaniyaan,Chandradhar Sharma Guleri,Fiction,112.0,3.74,145,15,2014.0,,,"चन्द्रधर शर्मा 'गुलेरी' की लोकप्रियता का मुख्या कारन तो उनकी यह कहानी है ही लेकिन उन्होंने कहानियोंke अतिरिक्त निबंध, आलोचना-समीक्षा, विमर्श और शोध जैसी उस समय की अविकसित विधाओ में भी लिखा है।",
ठिठुरता हुआ गणतंत्र,Harishankar Parsai,"India, Satire",128.0,4.57,155,16,2018.0,,,"परसाई हँसाने की हड़बड़ी में नहीं होते। वे पढ़नेवाले को देवता नहीं मानते, न ग्राहक, सिर्फ एक नागरिक मानते हैं, वह भी उस देश का जिसका स्वतंत्रता दिवस बारिश के मौसम में पड़ता है और गणतंत्र दिवस कड़ाके की",
संस्‍कृति के चार अध्‍याय,Ramdhari Singh 'Dinkar',"History, Nonfiction, Philosophy",728.0,4.4,261,24,1956.0,Rajkamal Prakashan Pvt Ltd,hi,"An epic whose introduction is written by Jawahar Lal Nehru. Some part of its preface ..संस्कृति का इतिहास शौकिया शैली में ही लिखा जा सकता है। इतिहासकार, अक्सर एक या दो शाखाओं के प्रामाणिक विद्वान होते",
Raseedi Ticket / رسیدی ٹکٹ,Amrita Pritam,"Biography, Nonfiction, Autobiography",140.0,4.0,1103,134,1976.0,,en,"Khushwant Singh once told Amrita Pritam that the story of her life was so inconsequential and tiny that it could be written at the back of a revenue stamp. Keeping this joke in mind, Amrita Pritam pen",
वैशाली की नगरवधू [Vaishali ki Nagarvadhu],Acharya Chatursen,"History, Audiobook, Literature",445.0,4.18,835,73,1948.0,Bookly Digital,hi,"BRAND NEW, Exactly same ISBN as listed, Please double check ISBN carefully before ordering.",88.5
मसाला चाय,Divya Prakash Dubey,"Short Stories, Fiction, Indian Literature",176.0,3.64,881,81,2014.0,,,"Masala Chay is the another assortment of part sensitive, part profound and utterly enchanting stories which are beginning to become the hallmark of their enormously observant and industrious writer. E",
उर्वशी,Ramdhari Singh 'Dinkar',"Poetry, Fiction, Literature",156.0,4.28,343,20,1994.0,,,A Hindi poem based on Indian mythology.,
ठीक तुम्हारे पीछे [Theek Tumhare Peechhe],Manav Kaul,"Fiction, Short Stories, Indian Literature",192.0,4.12,1006,128,2016.0,,,बहुत सारे कोरे पन्नों के बीच मैंने बहुत सारा ख़ाली वक़्त बिताया है। नाटक और कविताएँ लिखने के बीच बहुत सारा कुछ था जो अनकहा रह जाता था.. कहानियाँ मेरे पास कुछ इस तरह आईं कि मेरी कविताएँ और नाटक सभी पढ़,
"Sesher Kobita, the Last Poem",Rabindranath Tagore,"Fiction, Romance, Classics",220.0,4.24,4535,406,1928.0,editionNEXT.com,bn,"The novel recounts the love story of Amit Ray living in Kolkata in the 1920s. Though he is a barrister educated at Oxford his main interest lies in literature. Never afraid to speak his mind, he is al",35.4
Pather Panchali: Song of the Road,Bibhutibhushan Bandyopadhyay,"Fiction, Classics, India",316.0,4.61,7470,519,1929.0,Penguin Random House India Private Limited,en,"English, Bengali (translation)",448.4
"The Complete Adventures of Feluda, Vol. 1",Satyajit Ray,"Mystery, Fiction, Detective",788.0,4.56,7890,369,2005.0,,,"Between 1965 and 1992, Satyajit Ray wrote a total of 35 Feluda stories, featuring the master sleuth Pradosh C. Mitter, AKA Feluda. The plots involve murder, mystery and adventure, most of the times in",
চাঁদের পাহাড়,Bibhutibhushan Bandyopadhyay,"Adventure, Fiction, Classics",176.0,4.56,7688,635,1937.0,Parul Prakashani Private Limited,bn,"পাকা খেলোয়াড়, নামজাদা বক্সার, ওস্তাদ সাঁতারু বাঙালির ছেলে শঙ্কর, এফ.এ. পাশ করে সুবোধ ছেলের মতো কাজকর্মের সন্ধান করল না, দেশান্তরের হাতছানি পেয়ে সে পাড়ি দিল সুদূর পূর্ব-আফ্রিকায়। ইউগাণ্ডা রেলওয়ের",150.0
আরণ্যক,Bibhutibhushan Bandyopadhyay,"Fiction, Classics, Novels",168.0,4.63,5308,608,1939.0,,,'Aranyak' is a simple and uncomplicated story. The protagonist Satyacharan has gone to an estate in Bhagalpur after getting a job of a manager. Initially his urban lifestyle might have revolted agains,
Chokher Bali,Rabindranath Tagore,"Fiction, Classics, India",308.0,3.94,6121,428,1903.0,Random House India,en,"One of the most famous novels of Tagore and a timeless classic of Bengali literature. First published as a serial, a novel on love, family and sexuality in Bengal society.Chokher Bali is a 1903 Bengal",314.67
আদর্শ হিন্দু হোটেল,Bibhutibhushan Bandyopadhyay,"Fiction, Classics, Novels",146.0,4.5,5194,784,1940.0,Pathok Publishers Pvt. Ltd.,bn,"ইংরেজ সময়ের পটভূমিতে এ উপন্যাসে লেখক তৎকালীন ব্রাহ্মণ সমাজের একজন 'রাঁধুনী বামুণ', হাজারী দেবশর্মার জীবনকথা সুনিপুণভাবে তুলে ধরেছেন।",46.02
"The Complete Adventures of Feluda, Vol. 2",Satyajit Ray,"Mystery, Fiction, Detective",757.0,4.6,5546,162,2000.0,Penguin Books India,en,"This second volume shows Feluda at the peak of his sleuthing career. He is at his inimitable best as he tracks down the last known letter of Napoleon, or investigates a sinister crime that has to do w",
পদ্মানদীর মাঝি,Manik Bandopadhyay,"Fiction, Classics, Novels",174.0,4.18,4382,218,1936.0,PATRA BHARATI,bn,আধুনিক বাংলা উপন্যাসের বিশাল আঙ্গিনায় নদীজীবী মানুষদের নিয়ে রচিত প্রথম উপন্যাস পদ্মা নদীর মাঝি। ১৯৩৬ সালে এটি প্রকাশিত হয়। মানিক বন্দ্যোপাধ্যায়ের গ্রন্থসমূহের মধ্যে এটিই সর্বাধিক অনূদিত গ্রন্থ। উপ,495.6
গল্পগুচ্ছ,Rabindranath Tagore,"Short Stories, Classics, Fiction",896.0,4.54,2923,97,1908.0,editionNEXT.com,bn,রবীন্দ্রনাথ ঠাকুর (১৮৬১-১৯৪১) এক বিরলপ্রজ কথাশিল্পীর নাম। সাহিত্যের এমন কোনো শাখা নেই যেখানে তাঁর মমতামাখানো জাদুস্পর্শী লেখা নেই। তাঁর ছোটগল্পগুলো অসাধারণ। রবীন্দ্রনাথের ছোটগল্প বলতে আমরা সাধারণভাবে ,178.18
শঙ্কু সমগ্র,Satyajit Ray,"Science Fiction, Adventure, Fantasy",645.0,4.6,4034,204,2002.0,Penguin Group,en,প্রফেসর শঙ্কু কে? তিনি এখন কোথায়? এটুকু জানা গেছে যে তিনি একজন বৈজ্ঞানিক। কেউ কেউ বলে তিনি নাকি একটা ভীষণ পরীক্ষা করতে গিয়ে প্রাণ হারিয়েছেন। আবার এও শোনা যায় যে তিনি কোনো অজ্ঞাত অঞ্চলে গা ঢাকা দিয,
পুতুলনাচের ইতিকথা,Manik Bandopadhyay,"Fiction, Classics, Novels",190.0,4.47,4142,405,1936.0,Pathok Publishers Pvt. Ltd.,bn,পুতুলনাচের ইতিকথা মানিক বন্দ্যোপাধ্যায়ের তৃতীয় উপন্যাস এবং চতুর্থ মুদ্রিত গ্রন্থ। উপন্যাসটি ভারতবর্ষ পত্রিকায় বাংলা ১৩৪১ সালের পৌষ থেকে ১৩৪২ সালের অগ্রহায়ণ পর্যন্ত ধারাবাহিকভাবে প্রকাশিত হয়। পরবর,53.1
দেশে বিদেশে,Syed Mujtaba Ali,"Travel, Nonfiction, History",208.0,4.56,2382,240,1948.0,,bn,দেশে বিদেশে বাংলা সাহিত্যের অন্যতম জনপ্রিয় ভ্রমণকাহিনী। মূলত ভ্রমণকাহিনী হলেও বইটির অনন্য বৈশিষ্ট্যের মধ্যে রয়েছে আফগানিস্তানের ইতিহাস এবং সৈয়দ মুজতবা আলীর স্বভাবসিদ্ধ রসাত্মক বর্ণনাভঙ্গি।,
